iter	TotalF1	MultiClass
79	0.9874194229	0.03421607806
80	0.9875495908	0.0339767744
81	0.9875120964	0.03382200594
82	0.9875871279	0.03368846694
83	0.9875404749	0.03353403334
84	0.9876255197	0.03340317421
85	0.9877478112	0.03326633637
86	0.9876671899	0.03311635123
87	0.987756341	0.0330070086
88	0.987816153	0.03290606207
89	0.9878856696	0.03280130775
90	0.9879102096	0.03262785362
91	0.9879973369	0.03254179508
92	0.9880508325	0.03245553047
93	0.9879787569	0.03236026423
94	0.9880129797	0.03220127006
95	0.9881597735	0.03210901345
96	0.9883545843	0.03195678974
97	0.9882843206	0.03186221398
98	0.9883227962	0.0317884568
99	0.988580596	0.03166606455
100	0.9885792323	0.03161136688
101	0.9886392583	0.03154002714
102	0.9886361124	0.03146970092
103	0.9886223743	0.0314142822
104	0.9886503605	0.03135671009
105	0.9886786698	0.03130466725
106	0.988767604	0.03118141626
107	0.988774885	0.03113404798
108	0.9889557395	0.03102855853
109	0.9890213767	0.03095719079
110	0.9890255229	0.03090173467
111	0.9889129138	0.03079409733
112	0.9889129138	0.03079329106
113	0.9889129138	0.03074489055
114	0.9889172578	0.03068330057
115	0.9889450215	0.03064075471
116	0.9889150553	0.03058628717
117	0.9889771243	0.03049448409
118	0.9889647795	0.03038395255
119	0.9890075612	0.03028691402
120	0.9890141076	0.03023713853
121	0.9890952221	0.0302004746
122	0.9891281168	0.03016952875
123	0.9891672981	0.03007336589
124	0.9892498551	0.0299851421
125	0.9892815478	0.02992434013
126	0.9893321331	0.02989334539
127	0.9894238536	0.02985924298
128	0.9894536368	0.02980912334
129	0.9895662578	0.02974814015
130	0.989625105	0.02970894321
131	0.9895179113	0.02968579519
132	0.9895722183	0.02965092283
133	0.9895991758	0.02956425199
134	0.9896341861	0.02951054107
135	0.9896600471	0.0294783251
136	0.9896856591	0.02944110816
137	0.9896797139	0.02941539111
138	0.9896820732	0.02934231491
139	0.9897057427	0.02930429979
140	0.9897637575	0.02927757745
141	0.9897905819	0.02920347169
142	0.9898519608	0.02913962477
143	0.989881287	0.02904436116
144	0.9898770029	0.02901888904
145	0.9899102117	0.02894551336
146	0.9899102117	0.02891700716
147	0.9899419732	0.02888847237
148	0.9899692956	0.02885678895
149	0.9899747326	0.02880621781
150	0.9900285046	0.02877632215
151	0.990084897	0.02869708962
152	0.990084897	0.02867913958
153	0.9900548889	0.02864285784
154	0.9901036975	0.02860144975
155	0.9901067873	0.02855143497
156	0.9902445827	0.0284083059
157	0.9902146462	0.02838285929
158	0.9902146462	0.02835965159
159	0.9902473388	0.02831673383
160	0.9903053524	0.02828036847
161	0.9903823479	0.02822195832
162	0.9904384587	0.02816560283
163	0.9904369853	0.02808901653
164	0.9904661084	0.02807455076
165	0.9904652527	0.02793214753
166	0.9905794647	0.02787940627
167	0.9906099545	0.02781370936
168	0.9906377039	0.02779893853
169	0.9907784616	0.02771351353
170	0.9907516098	0.02769840871
171	0.9907513377	0.02767417354
172	0.9907512254	0.0276500401
173	0.9908314162	0.0275482207
174	0.9908601859	0.02750843837
175	0.9908870816	0.02747788749
176	0.990887085	0.0274557355
177	0.9908881497	0.02743346492
178	0.9908597116	0.02741297005
179	0.9909139903	0.02737112794
180	0.9908916583	0.02731539875
181	0.9909204792	0.02728353593
182	0.9908617008	0.02726008486
183	0.9909190843	0.02724033366
184	0.9910267253	0.02719013375
185	0.9909751775	0.027161002
186	0.9910804966	0.02710562572
187	0.9910785427	0.02706816169
188	0.991127914	0.0269892324
189	0.9912071399	0.02695073386
190	0.9911548618	0.02693032474
191	0.9911333058	0.0268805615
192	0.9911891464	0.02682355775
193	0.9912707272	0.02676433542
194	0.9912495159	0.02672109225
195	0.9912996358	0.02664868357
196	0.9912186468	0.02658190411
197	0.9912421496	0.02650604299
198	0.9912236161	0.02649054484
199	0.991250521	0.02647601128
200	0.9912765672	0.02642475606
201	0.9913798145	0.02637432805
202	0.9914073043	0.02632361892
203	0.9914073043	0.02631652922
204	0.991435377	0.02628364621
205	0.9914112831	0.0262636774
